作品ID,作品名,作品名読み,ソート用読み,副題,副題読み,原題,初出,分類番号,文字遣い種別,作品著作権フラグ,公開日,最終更新日,図書カードURL,人物ID,姓,名,姓読み,名読み,姓読みソート用,名読みソート用,姓ローマ字,名ローマ字,役割フラグ,生年月日,没年月日,人物著作権フラグ,底本名1,底本出版社名1,底本初版発行年1,入力に使用した版1,校正に使用した版1,底本の親本名1,底本の親本出版社名1,底本の親本初版発行年1,底本名2,底本出版社名2,底本初版発行年2,入力に使用した版2,校正に使用した版2,底本の親本名2,底本の親本出版社名2,底本の親本初版発行年2,入力者,校正者,テキストファイルURL,テキストファイル最終更新日,テキストファイル符号化方式,テキストファイル文字集合,テキストファイル修正回数,XHTML/HTMLファイルURL,XHTML/HTMLファイル最終更新日,XHTML/HTMLファイル符号化方式,XHTML/HTMLファイル文字集合,XHTML/HTMLファイル修正回数
"000162","秋山図","しゅうざんず","しゆうさんす","","","","「改造」1921（大正10）年1月","NDC 913","新字新仮名","なし",1999-05-15,2014-09-17,"https://www.aozora.gr.jp/cards/000879/card162.html","000879","芥川","竜之介","あくたがわ","りゅうのすけ","あくたかわ","りゆうのすけ","Akutagawa","Ryunosuke","著者","1892-03-01","1927-07-24","なし","日本文学全集28芥川龍之介集","集英社","1972（昭和47）年9月8日","","","","","","","","","","","","","","j.utiyama","もりみつじゅんじ","https://www.aozora.gr.jp/cards/000879/files/162_ruby_1966.zip","2009-09-16","ShiftJIS","JIS X 0208","3","https://www.aozora.gr.jp/cards/000879/files/162_15131.html","2009-09-16","ShiftJIS","JIS X 0208","1"
"003769","蒐書","しゅうしょ","しゆうしよ","","","","","NDC 024 914","新字旧仮名","なし",2007-07-19,2014-09-21,"https://www.aozora.gr.jp/cards/000879/card3769.html","000879","芥川","竜之介","あくたがわ","りゅうのすけ","あくたかわ","りゆうのすけ","Akutagawa","Ryunosuke","著者","1892-03-01","1927-07-24","なし","筑摩全集類聚　芥川龍之介全集第四巻","筑摩書房","1971（昭和46）年6月5日","1979（昭和54）年4月10日初版第11刷","","","","","","","","","","","","","土屋隆","松永正敏","https://www.aozora.gr.jp/cards/000879/files/3769_ruby_27219.zip","2007-06-27","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000879/files/3769_27307.html","2007-06-27","ShiftJIS","JIS X 0208","0"
"000158","侏儒の言葉","しゅじゅのことば","しゆしゆのことは","","","","「文藝春秋」1923（大正12）年1月～1925（大正14）年11月、「文藝春秋」1927（昭和2）年9月","NDC 917","新字新仮名","なし",1999-01-13,2014-09-17,"https://www.aozora.gr.jp/cards/000879/card158.html","000879","芥川","竜之介","あくたがわ","りゅうのすけ","あくたかわ","りゆうのすけ","Akutagawa","Ryunosuke","著者","1892-03-01","1927-07-24","なし","芥川龍之介全集7","ちくま文庫、筑摩書房","1989（平成1）年7月25日","1998（平成10）年2月17日第4刷","1998（平成10）年2月17日第4刷","芥川龍之介全集","岩波書店","1977（昭和52）年～1978（昭和53）年","昭和文学全集　第1巻","小学館","1987（昭和62）年5月1日","","","筑摩全集類聚版芥川龍之介全集","筑摩書房","1971（昭和46）年3月～1971（昭和46）年11月","j.utiyama","かとうかおり","https://www.aozora.gr.jp/cards/000879/files/158_ruby_1243.zip","2004-03-08","ShiftJIS","JIS X 0208","2","https://www.aozora.gr.jp/cards/000879/files/158_15132.html","2004-03-08","ShiftJIS","JIS X 0208","0"
"043751","侏儒の言葉","しゅじゅのことば","しゆしゆのことは","","","","「文芸春秋　第一年第一号～第三年第一一号」1923（大正12）年1月1日～1925（大正14）年11月1日","NDC 917","新字旧仮名","なし",2007-10-11,2014-09-21,"https://www.aozora.gr.jp/cards/000879/card43751.html","000879","芥川","竜之介","あくたがわ","りゅうのすけ","あくたかわ","りゆうのすけ","Akutagawa","Ryunosuke","著者","1892-03-01","1927-07-24","なし","芥川龍之介全集　第十三巻","岩波書店","1996（平成8）年11月8日","1996（平成8）年11月8日発行","1996（平成8）年11月8日発行","","","","","","","","","","","","五十嵐仁","林幸雄","https://www.aozora.gr.jp/cards/000879/files/43751_ruby_27860.zip","2007-10-14","ShiftJIS","JIS X 0208","2","https://www.aozora.gr.jp/cards/000879/files/43751_27955.html","2007-10-14","ShiftJIS","JIS X 0208","2"
"024451","「侏儒の言葉」の序","しゅじゅのことばのじょ","しゆしゆのことはのしよ","","","","「侏儒の言葉」文藝春秋社出版部、1927（昭和2）年12月6日初版","NDC 914 917","旧字旧仮名","なし",2003-07-24,2014-09-17,"https://www.aozora.gr.jp/cards/000879/card24451.html","000879","芥川","竜之介","あくたがわ","りゅうのすけ","あくたかわ","りゆうのすけ","Akutagawa","Ryunosuke","著者","1892-03-01","1927-07-24","なし","芥川龍之介全集　第九巻","岩波書店","1978（昭和53）年4月20日","1983（昭和58）年1月20日第2刷","","","","","","","","","","","","","高柳典子","多羅尾伴内","https://www.aozora.gr.jp/cards/000879/files/24451_ruby_11236.zip","2003-07-25","ShiftJIS","JIS X 0208","1","https://www.aozora.gr.jp/cards/000879/files/24451_11252.html","2003-06-29","ShiftJIS","JIS X 0208","0"
"000161","酒虫","しゅちゅう","しゆちゆう","","","","1916（大正5）年6月「新思潮」","NDC 913","新字旧仮名","なし",1998-11-13,2014-09-17,"https://www.aozora.gr.jp/cards/000879/card161.html","000879","芥川","竜之介","あくたがわ","りゅうのすけ","あくたかわ","りゆうのすけ","Akutagawa","Ryunosuke","著者","1892-03-01","1927-07-24","なし","芥川龍之介全集　第一巻","岩波書店","1995（平成7）年11月8日","","","鼻","春陽堂 　","1918（大正7）年7月8日","","","","","","","","","もりみつじゅんじ","林めぐみ","https://www.aozora.gr.jp/cards/000879/files/161_ruby_777.zip","2004-03-09","ShiftJIS","JIS X 0208","2","https://www.aozora.gr.jp/cards/000879/files/161_15133.html","2004-03-09","ShiftJIS","JIS X 0208","0"
"000160","出帆","しゅっぱん","しゆつはん","","","","「新思潮」1916（大正5）年10月","NDC 914","新字新仮名","なし",1999-01-12,2014-09-17,"https://www.aozora.gr.jp/cards/000879/card160.html","000879","芥川","竜之介","あくたがわ","りゅうのすけ","あくたかわ","りゆうのすけ","Akutagawa","Ryunosuke","著者","1892-03-01","1927-07-24","なし","羅生門・鼻・芋粥","角川文庫、角川書店","1950（昭和25）年10月20日","1985（昭和60）年11月10日改版38版","1985（昭和60）年11月10日改版38版","","","","","","","","","","","","j.utiyama","かとうかおり","https://www.aozora.gr.jp/cards/000879/files/160_ruby_1235.zip","2004-03-15","ShiftJIS","JIS X 0208","2","https://www.aozora.gr.jp/cards/000879/files/160_15199.html","2004-03-15","ShiftJIS","JIS X 0208","0"
"000063","じゅりあの・吉助","じゅりあの・きちすけ","しゆりあのきちすけ","","","","「新小説」1919（大正8）年9月","NDC 913","新字新仮名","なし",1998-12-28,2014-09-17,"https://www.aozora.gr.jp/cards/000879/card63.html","000879","芥川","竜之介","あくたがわ","りゅうのすけ","あくたかわ","りゆうのすけ","Akutagawa","Ryunosuke","著者","1892-03-01","1927-07-24","なし","芥川龍之介全集3","ちくま文庫、筑摩書房","1986（昭和61）年12月1日","1996（平成8）年4月1日第8刷発行","","筑摩全集類聚版芥川龍之介全集","筑摩書房","1971（昭和46）年3月～1971（昭和46）年11月","","","","","","","","","j.utiyama","もりみつじゅんじ","https://www.aozora.gr.jp/cards/000879/files/63_ruby_987.zip","2004-03-15","ShiftJIS","JIS X 0208","2","https://www.aozora.gr.jp/cards/000879/files/63_15200.html","2004-03-15","ShiftJIS","JIS X 0208","0"
"000159","俊寛","しゅんかん","しゆんかん","","","","「中央公論」1922（大正11）年1月","NDC 913","新字新仮名","なし",1998-12-19,2014-09-17,"https://www.aozora.gr.jp/cards/000879/card159.html","000879","芥川","竜之介","あくたがわ","りゅうのすけ","あくたかわ","りゆうのすけ","Akutagawa","Ryunosuke","著者","1892-03-01","1927-07-24","なし","芥川龍之介全集4","ちくま文庫、筑摩書房","1987（昭和62）年1月27日","1993（平成5）年12月25日第6刷","1996（平成8）年7月15日第8刷","筑摩全集類聚版芥川龍之介全集","筑摩書房","1971（昭和46）年3月～1971（昭和46）年11月","","","","","","","","","j.utiyama","かとうかおり","https://www.aozora.gr.jp/cards/000879/files/159_ruby_960.zip","2012-03-20","ShiftJIS","JIS X 0208","3","https://www.aozora.gr.jp/cards/000879/files/159_15201.html","2012-03-20","ShiftJIS","JIS X 0208","1"
"000156","将軍","しょうぐん","しようくん","","","","「改造」1922（大正11）年1月","NDC 913","新字新仮名","なし",1999-01-12,2014-09-17,"https://www.aozora.gr.jp/cards/000879/card156.html","000879","芥川","竜之介","あくたがわ","りゅうのすけ","あくたかわ","りゆうのすけ","Akutagawa","Ryunosuke","著者","1892-03-01","1927-07-24","なし","芥川龍之介全集4","ちくま文庫、筑摩書房","1987（昭和62）年1月27日","1996（平成8）年7月15日第8刷","1996（平成8）年7月15日第8刷","筑摩全集類聚版芥川龍之介全集","筑摩書房","1971（昭和46）年3月～1971（昭和46）年11月","","","","","","","","","j.utiyama","かとうかおり","https://www.aozora.gr.jp/cards/000879/files/156_ruby_1221.zip","2004-03-15","ShiftJIS","JIS X 0208","2","https://www.aozora.gr.jp/cards/000879/files/156_15202.html","2004-03-15","ShiftJIS","JIS X 0208","0"
"003813","商賈聖母","しょうこせいぼ","しようこせいほ","","","","","NDC 913","新字旧仮名","なし",2007-07-19,2014-09-21,"https://www.aozora.gr.jp/cards/000879/card3813.html","000879","芥川","竜之介","あくたがわ","りゅうのすけ","あくたかわ","りゆうのすけ","Akutagawa","Ryunosuke","著者","1892-03-01","1927-07-24","なし","筑摩全集類聚　芥川龍之介全集第四巻","筑摩書房","1971（昭和46）年6月5日","1979（昭和54）年4月10日初版第11刷","","","","","","","","","","","","","土屋隆","松永正敏","https://www.aozora.gr.jp/cards/000879/files/3813_ruby_27220.zip","2007-06-27","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000879/files/3813_27308.html","2007-06-27","ShiftJIS","JIS X 0208","0"
"003801","饒舌","じょうぜつ","しようせつ","","","","","NDC 914","新字旧仮名","なし",2007-07-22,2014-09-21,"https://www.aozora.gr.jp/cards/000879/card3801.html","000879","芥川","竜之介","あくたがわ","りゅうのすけ","あくたかわ","りゆうのすけ","Akutagawa","Ryunosuke","著者","1892-03-01","1927-07-24","なし","筑摩全集類聚　芥川龍之介全集第四巻","筑摩書房","1971（昭和46）年6月5日","1979（昭和54）年4月10日初版第11刷","","","","","","","","","","","","","土屋隆","松永正敏","https://www.aozora.gr.jp/cards/000879/files/3801_ruby_27221.zip","2007-06-27","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000879/files/3801_27309.html","2007-06-27","ShiftJIS","JIS X 0208","0"
"004313","小説作法十則","しょうせつさほうじっそく","しようせつさほうしつそく","","","","「新潮　第二四年第九号」1927（昭和2）年9月1日","NDC 901","新字旧仮名","なし",2009-01-21,2014-09-21,"https://www.aozora.gr.jp/cards/000879/card4313.html","000879","芥川","竜之介","あくたがわ","りゅうのすけ","あくたかわ","りゆうのすけ","Akutagawa","Ryunosuke","著者","1892-03-01","1927-07-24","なし","芥川龍之介全集　第十六巻","岩波書店","1997（平成9）年2月10日　","1997（平成9）年2月10日　","1997（平成9）年2月10日","","","","","","","","","","","","もりみつじゅんじ","土屋隆","https://www.aozora.gr.jp/cards/000879/files/4313_ruby_33092.zip","2008-12-09","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000879/files/4313_33771.html","2008-12-09","ShiftJIS","JIS X 0208","0"
"004278","小説の戯曲化","しょうせつのぎきょくか","しようせつのききよくか","","","","","NDC 901","新字旧仮名","なし",2002-10-06,2014-09-17,"https://www.aozora.gr.jp/cards/000879/card4278.html","000879","芥川","竜之介","あくたがわ","りゅうのすけ","あくたかわ","りゆうのすけ","Akutagawa","Ryunosuke","著者","1892-03-01","1927-07-24","なし","芥川龍之介全集　第十一巻","岩波書店","1996（平成8）年9月9日発行","1996（平成8）年9月9日発行","","","","","","","","","","","","","もりみつじゅんじ","松永正敏","https://www.aozora.gr.jp/cards/000879/files/4278_ruby_5490.zip","2002-09-20","ShiftJIS","JIS X 0208","1","https://www.aozora.gr.jp/cards/000879/files/4278_6762.html","2002-09-20","ShiftJIS","JIS X 0208","0"
"003794","小説の読者","しょうせつのどくしゃ","しようせつのとくしや","","","","","NDC 914","新字旧仮名","なし",2007-07-22,2014-09-21,"https://www.aozora.gr.jp/cards/000879/card3794.html","000879","芥川","竜之介","あくたがわ","りゅうのすけ","あくたかわ","りゆうのすけ","Akutagawa","Ryunosuke","著者","1892-03-01","1927-07-24","なし","筑摩全集類聚　芥川龍之介全集第四巻","筑摩書房","1971（昭和46）年6月5日","1979（昭和54）年4月10日初版第11刷","","","","","","","","","","","","","土屋隆","松永正敏","https://www.aozora.gr.jp/cards/000879/files/3794_ruby_27222.zip","2007-06-27","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000879/files/3794_27310.html","2007-06-27","ShiftJIS","JIS X 0208","0"
"000155","少年","しょうねん","しようねん","","","","「中央公論」1924（大正13）年4、5月","NDC 913","新字新仮名","なし",1999-01-08,2014-09-17,"https://www.aozora.gr.jp/cards/000879/card155.html","000879","芥川","竜之介","あくたがわ","りゅうのすけ","あくたかわ","りゆうのすけ","Akutagawa","Ryunosuke","著者","1892-03-01","1927-07-24","なし","芥川龍之介全集5","ちくま文庫、筑摩書房","1987（昭和62）年2月24日","1995（平成7）年4月10日第6刷","1996（平成8）年7月15日第7刷","筑摩全集類聚版芥川龍之介全集","筑摩書房","1971（昭和46）年3月～1971（昭和46）年11月","","","","","","","","","j.utiyama","かとうかおり","https://www.aozora.gr.jp/cards/000879/files/155_ruby_1146.zip","2004-03-15","ShiftJIS","JIS X 0208","2","https://www.aozora.gr.jp/cards/000879/files/155_15203.html","2004-03-15","ShiftJIS","JIS X 0208","0"
"003770","娼婦美と冒険","しょうふびとぼうけん","しようふひとほうけん","","","","","NDC 914","新字旧仮名","なし",2007-07-22,2014-09-21,"https://www.aozora.gr.jp/cards/000879/card3770.html","000879","芥川","竜之介","あくたがわ","りゅうのすけ","あくたかわ","りゆうのすけ","Akutagawa","Ryunosuke","著者","1892-03-01","1927-07-24","なし","筑摩全集類聚　芥川龍之介全集第四巻","筑摩書房","1971（昭和46）年6月5日","1979（昭和54）年4月10日初版第11刷","","","","","","","","","","","","","土屋隆","松永正敏","https://www.aozora.gr.jp/cards/000879/files/3770_ruby_27223.zip","2007-06-27","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000879/files/3770_27311.html","2007-06-27","ShiftJIS","JIS X 0208","0"
"003795","食物として","しょくもつとして","しよくもつとして","","","","","NDC 914","新字旧仮名","なし",2007-07-22,2014-09-21,"https://www.aozora.gr.jp/cards/000879/card3795.html","000879","芥川","竜之介","あくたがわ","りゅうのすけ","あくたかわ","りゆうのすけ","Akutagawa","Ryunosuke","著者","1892-03-01","1927-07-24","なし","筑摩全集類聚　芥川龍之介全集第四巻","筑摩書房","1971（昭和46）年6月5日","1979（昭和54）年4月10日初版第11刷","","","","","","","","","","","","","土屋隆","松永正敏","https://www.aozora.gr.jp/cards/000879/files/3795_ruby_27224.zip","2007-06-27","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000879/files/3795_27312.html","2007-07-23","ShiftJIS","JIS X 0208","1"
"000148","虱","しらみ","しらみ","","","","「希望」1916（大正5）年5月","NDC 913","新字旧仮名","なし",1998-03-16,2014-09-17,"https://www.aozora.gr.jp/cards/000879/card148.html","000879","芥川","竜之介","あくたがわ","りゅうのすけ","あくたかわ","りゆうのすけ","Akutagawa","Ryunosuke","著者","1892-03-01","1927-07-24","なし","現代日本文学大系　43　芥川龍之介集","筑摩書房","1968（昭和43）年8月25日","1968（昭和43）年8月25日初版第1刷","","","","","","","","","","","","","j.utiyama","野口英司","https://www.aozora.gr.jp/cards/000879/files/148_ruby_264.zip","2004-03-09","ShiftJIS","JIS X 0208","6","https://www.aozora.gr.jp/cards/000879/files/148_15134.html","2004-03-09","ShiftJIS","JIS X 0208","0"
"024452","しるこ","しるこ","しるこ","","","","「スヰート　第二巻第三号」明治製菓株式会社、1927（昭和2）年6月15日","NDC 914","旧字旧仮名","なし",2003-07-24,2014-09-17,"https://www.aozora.gr.jp/cards/000879/card24452.html","000879","芥川","竜之介","あくたがわ","りゅうのすけ","あくたかわ","りゆうのすけ","Akutagawa","Ryunosuke","著者","1892-03-01","1927-07-24","なし","芥川龍之介全集　第九巻","岩波書店","1978（昭和53）年4月20日","1983（昭和58）年1月20日第2刷","","","","","","","","","","","","","高柳典子","多羅尾伴内","https://www.aozora.gr.jp/cards/000879/files/24452_ruby_11237.zip","2003-06-29","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000879/files/24452_11251.html","2003-06-29","ShiftJIS","JIS X 0208","0"
"000149","白","しろ","しろ","","","","「女性改造」1923（大正12）年8月","NDC K913","新字新仮名","なし",1999-03-01,2014-09-17,"https://www.aozora.gr.jp/cards/000879/card149.html","000879","芥川","竜之介","あくたがわ","りゅうのすけ","あくたかわ","りゆうのすけ","Akutagawa","Ryunosuke","著者","1892-03-01","1927-07-24","なし","芥川龍之介全集5","ちくま文庫、筑摩書房","1987（昭和62）年2月24日","1995（平成7）年4月10日第6刷","","筑摩全集類聚版芥川龍之介全集","筑摩書房","1971（昭和46）年3月～1971（昭和46）年11月","","","","","","","","","j.utiyama","もりみつじゅんじ","https://www.aozora.gr.jp/cards/000879/files/149_ruby_1581.zip","2012-03-22","ShiftJIS","JIS X 0208","3","https://www.aozora.gr.jp/cards/000879/files/149_15204.html","2012-03-22","ShiftJIS","JIS X 0208","1"
"000147","蜃気楼","しんきろう","しんきろう","","","","「婦人公論　第十二年第三号」1927（昭和2）年3月1日","NDC 913","新字新仮名","なし",1999-01-24,2016-02-25,"https://www.aozora.gr.jp/cards/000879/card147.html","000879","芥川","竜之介","あくたがわ","りゅうのすけ","あくたかわ","りゆうのすけ","Akutagawa","Ryunosuke","著者","1892-03-01","1927-07-24","なし","昭和文学全集　第1巻","小学館","1987（昭和62）年5月1日","1987（昭和62）年5月1日初版第1刷","","芥川龍之介全集　第八卷","岩波書店","1978（昭和53）年3月22日","","","","","","","","","j.utiyama","かとうかおり","https://www.aozora.gr.jp/cards/000879/files/147_ruby_1325.zip","2016-02-25","ShiftJIS","JIS X 0208","3","https://www.aozora.gr.jp/cards/000879/files/147_15135.html","2016-02-25","ShiftJIS","JIS X 0208","1"
"004280","新緑の庭","しんりょくのにわ","しんりよくのにわ","","","","「中央公論」1924（大正13）年6月","NDC 914","新字旧仮名","なし",2002-10-06,2014-09-17,"https://www.aozora.gr.jp/cards/000879/card4280.html","000879","芥川","竜之介","あくたがわ","りゅうのすけ","あくたかわ","りゆうのすけ","Akutagawa","Ryunosuke","著者","1892-03-01","1927-07-24","なし","芥川龍之介全集　第十一巻","岩波書店","1996（平成8）年9月9日発行","1996（平成8）年9月9日発行","","","","","","","","","","","","","もりみつじゅんじ","松永正敏","https://www.aozora.gr.jp/cards/000879/files/4280_ruby_5492.zip","2002-09-20","ShiftJIS","JIS X 0208","1","https://www.aozora.gr.jp/cards/000879/files/4280_6763.html","2002-09-20","ShiftJIS","JIS X 0208","0"
"002322","塵労","じんろう","しんろう","","","","","NDC 913","新字旧仮名","なし",1999-02-15,2014-09-17,"https://www.aozora.gr.jp/cards/000879/card2322.html","000879","芥川","竜之介","あくたがわ","りゅうのすけ","あくたかわ","りゆうのすけ","Akutagawa","Ryunosuke","著者","1892-03-01","1927-07-24","なし","芥川龍之介全集　第四巻","筑摩書房","1971（昭和46）年6月5日","1971（昭和46）年10月5日初版第5刷","1971（昭和46）年10月5日初版第5刷","","","","","","","","","","","","j.utiyama","j.utiyama","https://www.aozora.gr.jp/cards/000879/files/2322_ruby_1511.zip","2003-10-20","ShiftJIS","JIS X 0208","3","https://www.aozora.gr.jp/cards/000879/files/2322_13459.html","2003-10-20","ShiftJIS","JIS X 0208","0"
"000153","素戔嗚尊","すさのおのみこと","すさのおのみこと","","","","「大阪毎日新聞　夕刊」1920（大正9）年3月～6月","NDC 913","新字新仮名","なし",1999-08-27,2014-09-17,"https://www.aozora.gr.jp/cards/000879/card153.html","000879","芥川","竜之介","あくたがわ","りゅうのすけ","あくたかわ","りゆうのすけ","Akutagawa","Ryunosuke","著者","1892-03-01","1927-07-24","なし","芥川龍之介全集3","ちくま文庫、筑摩書房","1986（昭和61）年12月1日","1996（平成8）年4月1日第8刷","1997（平成9）年4月15日第9刷","筑摩全集類聚版芥川龍之介全集","筑摩書房","1971（昭和46）年3月～1971（昭和46）年11月","","","","","","","","","j.utiyama","湯地光弘","https://www.aozora.gr.jp/cards/000879/files/153_ruby_2349.zip","2012-03-17","ShiftJIS","JIS X 0208","7","https://www.aozora.gr.jp/cards/000879/files/153_15205.html","2012-03-17","ShiftJIS","JIS X 0208","2"
"000154","捨児","すてご","すてこ","","","","「新潮」1920（大正9）年7月","NDC 913","新字新仮名","なし",1998-12-19,2014-09-17,"https://www.aozora.gr.jp/cards/000879/card154.html","000879","芥川","竜之介","あくたがわ","りゅうのすけ","あくたかわ","りゆうのすけ","Akutagawa","Ryunosuke","著者","1892-03-01","1927-07-24","なし","芥川龍之介全集4","ちくま文庫、筑摩書房","1987（昭和62）年1月27日","1993（平成5）年12月25日第6刷","1996（平成8）年7月15日第8刷","筑摩全集類聚版芥川龍之介全集","筑摩書房","1971（昭和46）年3月～1971（昭和46）年11月","","","","","","","","","j.utiyama","かとうかおり","https://www.aozora.gr.jp/cards/000879/files/154_ruby_956.zip","2012-03-22","ShiftJIS","JIS X 0208","4","https://www.aozora.gr.jp/cards/000879/files/154_15206.html","2012-03-22","ShiftJIS","JIS X 0208","1"
"000142","青年と死","せいねんとし","せいねんとし","","","","「新思潮」1914（大正3）年9月","NDC 912","新字新仮名","なし",1998-03-11,2014-09-17,"https://www.aozora.gr.jp/cards/000879/card142.html","000879","芥川","竜之介","あくたがわ","りゅうのすけ","あくたかわ","りゆうのすけ","Akutagawa","Ryunosuke","著者","1892-03-01","1927-07-24","なし","芥川龍之介全集1","ちくま文庫、筑摩書房","1986（昭和61）年9月24日","1997（平成9）年4月15日第14刷","","筑摩全集類聚版芥川龍之介全集","筑摩書房","1971（昭和46）年3月～1971（昭和46）年11月","","","","","","","","","野口英司","","https://www.aozora.gr.jp/cards/000879/files/142_ruby_249.zip","2004-03-15","ShiftJIS","JIS X 0208","2","https://www.aozora.gr.jp/cards/000879/files/142_15207.html","2004-03-15","ShiftJIS","JIS X 0208","0"
"003756","西洋画のやうな日本画","せいようがのようなにほんが","せいようかのようなにほんか","","","","","NDC 721","新字旧仮名","なし",2007-07-22,2014-09-21,"https://www.aozora.gr.jp/cards/000879/card3756.html","000879","芥川","竜之介","あくたがわ","りゅうのすけ","あくたかわ","りゆうのすけ","Akutagawa","Ryunosuke","著者","1892-03-01","1927-07-24","なし","筑摩全集類聚　芥川龍之介全集第四巻","筑摩書房","1971（昭和46）年6月5日","1979（昭和54）年4月10日初版第11刷","","","","","","","","","","","","","土屋隆","松永正敏","https://www.aozora.gr.jp/cards/000879/files/3756_ruby_27225.zip","2007-06-27","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000879/files/3756_27313.html","2007-06-27","ShiftJIS","JIS X 0208","0"
"002325","仙人","せんにん","せんにん","","","","","NDC 913","新字旧仮名","なし",1999-02-15,2014-09-17,"https://www.aozora.gr.jp/cards/000879/card2325.html","000879","芥川","竜之介","あくたがわ","りゅうのすけ","あくたかわ","りゆうのすけ","Akutagawa","Ryunosuke","著者","1892-03-01","1927-07-24","なし","芥川龍之介全集　第四巻","筑摩書房","1971（昭和46）年6月5日","1971（昭和46）年10月5日初版第5刷","1971（昭和46）年10月5日初版第5刷","","","","","","","","","","","","j.utiyama","j.utiyama","https://www.aozora.gr.jp/cards/000879/files/2325_ruby_1520.zip","2003-10-20","ShiftJIS","JIS X 0208","3","https://www.aozora.gr.jp/cards/000879/files/2325_13462.html","2003-10-20","ShiftJIS","JIS X 0208","0"
"000144","仙人","せんにん","せんにん","","","","1922（大正11）年","NDC 913","新字新仮名","なし",1999-01-05,2014-09-17,"https://www.aozora.gr.jp/cards/000879/card144.html","000879","芥川","竜之介","あくたがわ","りゅうのすけ","あくたかわ","りゆうのすけ","Akutagawa","Ryunosuke","著者","1892-03-01","1927-07-24","なし","芥川龍之介全集5","ちくま文庫、筑摩書房","1987（昭和62）年2月24日","1995（平成7）年4月10日第6刷","1996（平成8）年7月15日第7刷","筑摩全集類聚版芥川龍之介全集","筑摩書房","1971（昭和46）年3月～1971（昭和46）年11月","","","","","","","","","j.utiyama","かとうかおり","https://www.aozora.gr.jp/cards/000879/files/144_ruby_1107.zip","2004-03-15","ShiftJIS","JIS X 0208","2","https://www.aozora.gr.jp/cards/000879/files/144_15208.html","2004-03-15","ShiftJIS","JIS X 0208","0"
"000143","仙人","せんにん","せんにん","","","","「新思潮」1916（大正5）年8月","NDC 913","新字新仮名","なし",1998-12-06,2014-09-17,"https://www.aozora.gr.jp/cards/000879/card143.html","000879","芥川","竜之介","あくたがわ","りゅうのすけ","あくたかわ","りゆうのすけ","Akutagawa","Ryunosuke","著者","1892-03-01","1927-07-24","なし","芥川龍之介全集1","ちくま文庫、筑摩書房","1986（昭和61）年9月24日","1995（平成7）年10月5日第13刷","1997（平成9）年4月15日第14刷","筑摩全集類聚版芥川龍之介全集","筑摩書房","1971年3月～11月に刊行","","","","","","","","","j.utiyama","かとうかおり","https://www.aozora.gr.jp/cards/000879/files/143_ruby_833.zip","2004-03-15","ShiftJIS","JIS X 0208","3","https://www.aozora.gr.jp/cards/000879/files/143_15209.html","2004-03-15","ShiftJIS","JIS X 0208","0"
"000150","葬儀記","そうぎき","そうきき","","","","「新思潮」1917（大正6）年3月","NDC 914","新字新仮名","なし",1999-01-12,2014-09-17,"https://www.aozora.gr.jp/cards/000879/card150.html","000879","芥川","竜之介","あくたがわ","りゅうのすけ","あくたかわ","りゆうのすけ","Akutagawa","Ryunosuke","著者","1892-03-01","1927-07-24","なし","羅生門・鼻・芋粥","角川文庫、角川書店","1950（昭和25）年10月20日","1985（昭和60）年11月10日改版38版","1985（昭和60）年11月10日改版38版","","","","","","","","","","","","j.utiyama","かとうかおり","https://www.aozora.gr.jp/cards/000879/files/150_ruby_1239.zip","2004-03-15","ShiftJIS","JIS X 0208","2","https://www.aozora.gr.jp/cards/000879/files/150_15210.html","2004-03-15","ShiftJIS","JIS X 0208","0"
"003799","創作","そうさく","そうさく","","","","","NDC 914","新字旧仮名","なし",2007-08-09,2014-09-21,"https://www.aozora.gr.jp/cards/000879/card3799.html","000879","芥川","竜之介","あくたがわ","りゅうのすけ","あくたかわ","りゆうのすけ","Akutagawa","Ryunosuke","著者","1892-03-01","1927-07-24","なし","筑摩全集類聚　芥川龍之介全集第四巻","筑摩書房","1971（昭和46）年6月5日","1979（昭和54）年4月10日初版第11刷","","","","","","","","","","","","","土屋隆","松永正敏","https://www.aozora.gr.jp/cards/000879/files/3799_ruby_27271.zip","2007-06-27","ShiftJIS","JIS X 0208","0","https://www.aozora.gr.jp/cards/000879/files/3799_27359.html","2007-06-27","ShiftJIS","JIS X 0208","0"
